dataset,backbone,metric,method,mean,sd_seed,mean_s42,se_boot,ci_lo,ci_hi,box,delta_l1,ci_l1_lo,ci_l1_hi,p_l1,p_l1_seed,seeds_l1,holm_l1,sig_l1,delta_l2,ci_l2_lo,ci_l2_hi,p_l2,p_l2_seed,seeds_l2,holm_l2,sig_l2,tost_equiv
saopaulo,EASE,Gini,BASE,0.9707,0.0,0.9707,0.00011,0.97051,0.97095,,,,,,,,,,,,,,,,,,
saopaulo,EASE,Gini,SIT,0.94229,0.0024611,0.93877,0.00032,0.93831,0.93957,,-0.02841,-0.03229,-0.03128,0.0,1.3e-05,0,,,0.03029,0.02709,0.02864,0.0,3.4e-05,5,,,
saopaulo,EASE,Gini,Steck-b,0.912,0.0017287,0.91079,0.00052,0.91011,0.91212,,,,,,,,,,,,,,,,,,
saopaulo,EASE,LT20,BASE,0.00736,0.0,0.007360000163316727,0.00021,0.00694,0.00778,,,,,,,,,,,,,,,,,,
saopaulo,EASE,LT20,SIT,0.04093,0.00732,0.03764000162482262,0.00059,0.03645,0.03881,,0.03357,0.02927,0.03125,0.0,0.00051,5,,,-0.05248,-0.06006,-0.05589,0.0,0.000391,0,,,
saopaulo,EASE,LT20,Steck-b,0.09341,0.0033863,0.09555000066757202,0.00114,0.09333,0.09775,,,,,,,,,,,,,,,,,,
saopaulo,EASE,JS,BASE,0.27035,0.0,0.27035,0.00096,0.26842,0.27219,,,,,,,,,,,,,,,,,,
saopaulo,EASE,JS,SIT,0.32635,0.0102303,0.34458,0.0014,0.34191,0.34735,,0.056,0.07179,0.07662,0.0,0.000256,5,,,0.13446,0.14929,0.15467,0.0,7e-06,5,,,
saopaulo,EASE,JS,Steck-b,0.19189,0.0010554,0.1926,0.00083,0.19106,0.19427,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,CatMRR,BASE,0.38252,0.0,0.38252,0.0031,0.37642,0.38873,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,CatMRR,SIT,0.38617,0.0009759,0.38763,0.00316,0.38131,0.39397,,0.00365,0.0028,0.00722,0.0,0.00112,5,,,-0.02994,-0.03293,-0.02406,0.0,2e-06,0,,,
saopaulo,DeepFM,CatMRR,Steck-b,0.41611,0.0011661,0.41617,0.00303,0.40997,0.42196,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,CatNDCG,BASE,0.4097,0.0,0.4097,0.00298,0.40403,0.41558,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,CatNDCG,SIT,0.41188,0.0007474,0.41216,0.003,0.40626,0.41794,,0.00218,0.00051,0.00436,0.013333,0.002856,5,,,-0.03279,-0.0367,-0.02824,0.0,1e-06,0,,,
saopaulo,DeepFM,CatNDCG,Steck-b,0.44467,0.0008968,0.44446,0.00297,0.4385,0.45032,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,macroCatMRR,BASE,0.19257,0.0,0.19257,0.00296,0.18746,0.19896,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,macroCatMRR,SIT,0.19874,0.0023742,0.20113,0.00296,0.19587,0.20773,ridondante,0.00618,0.0067,0.01049,0.0,0.004346,5,0.0,***,-0.10559,-0.11756,-0.09245,0.0,0.0,0,0.0,***,
saopaulo,DeepFM,macroCatMRR,Steck-b,0.30433,0.004247,0.30598,0.00628,0.29406,0.31908,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,MRR,BASE,0.01464,0.0,0.01464,0.00054,0.01357,0.01571,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,MRR,SIT,0.01423,0.0002191,0.01439,0.00052,0.01338,0.01541,,-0.00041,-0.00073,0.00022,0.308,0.01347,0,,,0.00175,0.00139,0.00269,0.0,7e-05,5,,,
saopaulo,DeepFM,MRR,Steck-b,0.01248,8.27e-05,0.01236,0.00049,0.01142,0.01333,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR5,BASE,0.01889,0.0,0.01889,0.00091,0.01715,0.02072,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR5,SIT,0.01828,0.0004409,0.0186,0.00089,0.01688,0.02032,,-0.00061,-0.00118,0.00057,0.537333,0.035924,0,,,0.00285,0.00207,0.00465,0.0,0.000109,5,,,
saopaulo,DeepFM,HR5,Steck-b,0.01543,0.0001705,0.01522,0.00078,0.01366,0.01673,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR10,BASE,0.02993,0.0,0.02993,0.00108,0.02787,0.03196,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR10,SIT,0.02905,0.00028,0.02934,0.00107,0.02737,0.03136,,-0.00088,-0.00159,0.00054,0.274667,0.002147,0,,,0.00406,0.00346,0.00625,0.0,4.8e-05,5,,,
saopaulo,DeepFM,HR10,Steck-b,0.02499,0.0002746,0.02452,0.00101,0.02263,0.02662,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR20,BASE,0.04689,0.0,0.04689,0.00135,0.0442,0.04954,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR20,SIT,0.04672,0.0004305,0.04649,0.00133,0.04388,0.04915,,-0.00017,-0.0016,0.00086,0.533333,0.421876,3,,,0.00609,0.00432,0.00797,0.0,3e-06,5,,,1
saopaulo,DeepFM,HR20,Steck-b,0.04063,0.0002112,0.04027,0.00127,0.03789,0.04281,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG5,BASE,0.01208,0.0,0.01208,0.00062,0.01088,0.01333,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG5,SIT,0.0116,0.0002952,0.01182,0.00062,0.01067,0.01309,,-0.00048,-0.00085,0.00027,0.328,0.021775,0,,,0.00173,0.00124,0.0029,0.0,0.000169,5,,,
saopaulo,DeepFM,NDCG5,Steck-b,0.00987,9.57e-05,0.00975,0.00053,0.00874,0.01077,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG10,BASE,0.01563,0.0,0.01563,0.00065,0.01446,0.01701,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG10,SIT,0.01506,0.0002383,0.01527,0.00064,0.01407,0.01655,,-0.00058,-0.00091,0.00017,0.165333,0.005615,0,,,0.0021,0.00173,0.00331,0.0,9.5e-05,5,,,
saopaulo,DeepFM,NDCG10,Steck-b,0.01295,0.0001171,0.01275,0.00057,0.01168,0.0139,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG20,BASE,0.01991,0.0,0.01991,0.00066,0.01872,0.02124,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG20,SIT,0.01952,0.0002686,0.01959,0.00066,0.01834,0.02093,,-0.00039,-0.00083,0.00019,0.196,0.030763,0,,,0.00265,0.00211,0.00367,0.0,2.3e-05,5,,,1
saopaulo,DeepFM,NDCG20,Steck-b,0.01687,0.0001062,0.0167,0.0006,0.01558,0.01786,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,MRR_u,BASE,0.01767,0.0,0.01767,0.00079,0.01617,0.01919,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,MRR_u,SIT,0.0171,0.0002981,0.01736,0.00077,0.01586,0.01885,,-0.00057,-0.00093,0.00034,0.372,0.012735,0,,,0.00197,0.0015,0.00337,0.0,0.000205,5,,,
saopaulo,DeepFM,MRR_u,Steck-b,0.01512,0.0001259,0.01493,0.00072,0.01355,0.01635,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR5_u,BASE,0.02343,0.0,0.02343,0.0013,0.02087,0.02603,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR5_u,SIT,0.02255,0.0006078,0.0233,0.00131,0.02075,0.02587,,-0.00088,-0.00137,0.00108,0.849333,0.031688,0,,,0.00367,0.00257,0.00653,0.0,0.000158,5,,,
saopaulo,DeepFM,HR5_u,Steck-b,0.01888,0.0002257,0.0187,0.00117,0.01651,0.02108,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR10_u,BASE,0.03739,0.0,0.03739,0.00166,0.03422,0.0406,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR10_u,SIT,0.03575,0.0004051,0.03616,0.00163,0.03306,0.03945,,-0.00165,-0.00292,0.00055,0.188,0.000815,0,,,0.00463,0.00354,0.00757,0.0,8.7e-05,5,,,
saopaulo,DeepFM,HR10_u,Steck-b,0.03112,0.0003336,0.03067,0.00152,0.02774,0.03381,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR20_u,BASE,0.05853,0.0,0.05853,0.00217,0.05435,0.06276,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,HR20_u,SIT,0.05803,0.0008797,0.05729,0.00215,0.05336,0.06154,,-0.00049,-0.00327,0.00075,0.224,0.27689,3,,,0.00794,0.00503,0.01034,0.0,1.7e-05,5,,,
saopaulo,DeepFM,HR20_u,Steck-b,0.05009,0.0002949,0.0496,0.00187,0.0458,0.0531,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG5_u,BASE,0.01465,0.0,0.01465,0.00086,0.01296,0.01631,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG5_u,SIT,0.01402,0.0003997,0.01448,0.00085,0.01283,0.01617,,-0.00063,-0.00103,0.00061,0.72,0.024411,0,,,0.00205,0.00147,0.00383,0.0,0.000389,5,,,
saopaulo,DeepFM,NDCG5_u,Steck-b,0.01197,0.0001483,0.01181,0.00079,0.01028,0.01332,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG10_u,BASE,0.01918,0.0,0.01918,0.00091,0.01749,0.021,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG10_u,SIT,0.01825,0.0003277,0.01861,0.00088,0.01698,0.02038,,-0.00092,-0.00134,0.00019,0.14,0.003274,0,,,0.00233,0.00186,0.00413,0.0,0.000258,5,,,
saopaulo,DeepFM,NDCG10_u,Steck-b,0.01592,0.0001384,0.01568,0.00085,0.01398,0.01733,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG20_u,BASE,0.02451,0.0,0.02451,0.00099,0.02262,0.02645,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,NDCG20_u,SIT,0.02388,0.0003962,0.02392,0.00099,0.02205,0.02587,,-0.00062,-0.0013,0.00015,0.125333,0.024419,0,,,0.0032,0.00231,0.00463,0.0,5.4e-05,5,,,
saopaulo,DeepFM,NDCG20_u,Steck-b,0.02069,0.0001497,0.02043,0.00091,0.01866,0.02215,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,Coverage,BASE,0.17337,0.0,0.17337,0.00262,0.15435,0.16495,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,Coverage,SIT,0.18547,0.0058227,0.19052,0.0026,0.1715,0.18148,,0.0121,0.01278,0.02089,0.0,0.00969,5,,,-0.11013,-0.10539,-0.09199,0.0,1e-06,0,,,
saopaulo,DeepFM,Coverage,Steck-b,0.2956,0.002302,0.29592,0.00303,0.26941,0.28095,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,Gini,BASE,0.98462,0.0,0.98462,7e-05,0.98448,0.98478,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,Gini,SIT,0.98342,0.0008557,0.98218,9e-05,0.98201,0.98238,,-0.0012,-0.00253,-0.00236,0.0,0.035003,0,,,0.0165,0.01538,0.01606,0.0,1e-06,5,,,
saopaulo,DeepFM,Gini,Steck-b,0.96692,0.0008283,0.9664,0.00021,0.96606,0.96688,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,LT20,BASE,0.00935,0.0,0.009349999949336052,0.00034,0.00868,0.01002,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,LT20,SIT,0.01147,0.0015053,0.013489999808371067,0.00043,0.01267,0.01437,,0.00212,0.00376,0.00457,0.0,0.034645,5,,,-0.04127,-0.04232,-0.03952,0.0,1e-06,0,,,
saopaulo,DeepFM,LT20,Steck-b,0.05274,0.0023616,0.05446000024676323,0.00088,0.05273,0.05618,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,JS,BASE,0.40014,0.0,0.40014,0.0013,0.39769,0.40277,,,,,,,,,,,,,,,,,,
saopaulo,DeepFM,JS,SIT,0.40632,0.0064189,0.4155,0.00138,0.41289,0.41831,,0.00618,0.01423,0.01645,0.0,0.097618,5,,,0.09822,0.10671,0.11118,0.0,1.1e-05,5,,,
saopaulo,DeepFM,JS,Steck-b,0.30811,0.0025863,0.30653,0.00098,0.3045,0.30832,,,,,,,,,,,,,,,,,,
saopaulo,AFM,CatMRR,BASE,0.35122,0.0,0.35122,0.00259,0.34636,0.35621,,,,,,,,,,,,,,,,,,
saopaulo,AFM,CatMRR,SIT,0.40179,0.0038755,0.40686,0.00282,0.40145,0.41224,,0.05057,0.05178,0.05924,0.0,8e-06,5,,,-0.03784,-0.03794,-0.028,0.0,8e-06,0,,,
saopaulo,AFM,CatMRR,Steck-b,0.43963,0.0017208,0.43989,0.00285,0.43439,0.44527,,,,,,,,,,,,,,,,,,
saopaulo,AFM,CatNDCG,BASE,0.43112,0.0,0.43112,0.00254,0.42597,0.43607,,,,,,,,,,,,,,,,,,
saopaulo,AFM,CatNDCG,SIT,0.47022,0.0033721,0.47366,0.0027,0.4686,0.47921,,0.03911,0.03921,0.04565,0.0,1.3e-05,5,,,-0.02552,-0.02646,-0.01709,0.0,4.5e-05,0,,,
saopaulo,AFM,CatNDCG,Steck-b,0.49574,0.0007852,0.49535,0.00271,0.48989,0.50079,,,,,,,,,,,,,,,,,,
saopaulo,AFM,macroCatMRR,BASE,0.18632,0.0,0.18632,0.00114,0.1842,0.18864,,,,,,,,,,,,,,,,,,
saopaulo,AFM,macroCatMRR,SIT,0.23582,0.0038598,0.23857,0.00179,0.23508,0.24189,ridondante,0.0495,0.04965,0.05481,0.0,9e-06,5,0.0,***,-0.09706,-0.11116,-0.08881,0.0,1e-06,0,0.0,***,
saopaulo,AFM,macroCatMRR,Steck-b,0.33288,0.0080442,0.33786,0.00566,0.32708,0.34955,,,,,,,,,,,,,,,,,,
saopaulo,AFM,MRR,BASE,0.01537,0.0,0.01537,0.00057,0.01433,0.01654,,,,,,,,,,,,,,,,,,
saopaulo,AFM,MRR,SIT,0.01425,0.0003123,0.01481,0.00056,0.01377,0.01596,,-0.00113,-0.00123,9e-05,0.097333,0.001286,0,,,0.00147,0.00142,0.0029,0.0,0.00168,5,,,
saopaulo,AFM,MRR,Steck-b,0.01278,0.000207,0.01264,0.0005,0.01168,0.01357,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR5,BASE,0.01981,0.0,0.01981,0.00089,0.01815,0.0216,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR5,SIT,0.01724,0.0005774,0.01826,0.00088,0.01662,0.01998,,-0.00258,-0.00283,-0.0003,0.016,0.000566,0,,,0.00148,0.0014,0.00441,0.0,0.016443,5,,,
saopaulo,AFM,HR5,Steck-b,0.01576,0.0003563,0.01539,0.0008,0.01386,0.01696,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR10,BASE,0.03012,0.0,0.03012,0.00113,0.02797,0.03238,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR10,SIT,0.02878,0.0005859,0.02976,0.00111,0.02766,0.03197,,-0.00134,-0.0017,0.00102,0.624,0.006931,0,,,0.00316,0.00308,0.00646,0.0,0.002558,5,,,
saopaulo,AFM,HR10,Steck-b,0.02562,0.0005078,0.02502,0.00102,0.02307,0.02695,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR20,BASE,0.04821,0.0,0.04821,0.00141,0.04543,0.05105,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR20,SIT,0.04709,0.0004397,0.04765,0.0014,0.04504,0.05033,,-0.00112,-0.00216,0.00103,0.478667,0.004681,0,,,0.00634,0.00525,0.00911,0.0,2.7e-05,5,,,1
saopaulo,AFM,HR20,Steck-b,0.04075,0.0002364,0.04038,0.00128,0.03793,0.04282,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG5,BASE,0.01272,0.0,0.01272,0.00061,0.01158,0.01389,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG5,SIT,0.0111,0.0003842,0.01178,0.0006,0.01064,0.01295,,-0.00163,-0.00178,-0.00014,0.016,0.000696,0,,,0.00103,0.00102,0.00281,0.0,0.012556,5,,,
saopaulo,AFM,NDCG5,Steck-b,0.01007,0.000238,0.00987,0.00053,0.00888,0.01098,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG10,BASE,0.01603,0.0,0.01603,0.00066,0.01477,0.01739,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG10,SIT,0.01481,0.0003825,0.01549,0.00063,0.0143,0.01674,,-0.00122,-0.00136,0.00018,0.136,0.002015,0,,,0.00159,0.00164,0.00342,0.0,0.004037,5,,,
saopaulo,AFM,NDCG10,Steck-b,0.01322,0.0002795,0.01296,0.00058,0.0119,0.01412,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG20,BASE,0.02055,0.0,0.02055,0.00069,0.01925,0.02192,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG20,SIT,0.01942,0.0003254,0.01998,0.00068,0.0187,0.02131,,-0.00114,-0.00127,0.00014,0.110667,0.001454,0,,,0.0024,0.00235,0.00399,0.0,0.000402,5,,,1
saopaulo,AFM,NDCG20,Steck-b,0.01702,0.0002039,0.01682,0.00061,0.01567,0.01798,,,,,,,,,,,,,,,,,,
saopaulo,AFM,MRR_u,BASE,0.02004,0.0,0.02004,0.00091,0.0183,0.02184,,,,,,,,,,,,,,,,,,
saopaulo,AFM,MRR_u,SIT,0.01822,0.0004676,0.01906,0.00086,0.01742,0.02079,,-0.00182,-0.002,5e-05,0.06,0.00096,0,,,0.00224,0.00219,0.0044,0.0,0.001416,5,,,
saopaulo,AFM,MRR_u,Steck-b,0.01599,0.0002666,0.01579,0.00076,0.01428,0.01732,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR5_u,BASE,0.02669,0.0,0.02669,0.00151,0.02362,0.02948,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR5_u,SIT,0.02279,0.0010194,0.02459,0.0014,0.02178,0.02711,,-0.0039,-0.00414,-8e-05,0.038667,0.001028,0,,,0.00274,0.00272,0.00717,0.0,0.008736,5,,,
saopaulo,AFM,HR5_u,Steck-b,0.02006,0.0003021,0.01966,0.00125,0.01722,0.02216,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR10_u,BASE,0.03905,0.0,0.03905,0.00174,0.03568,0.04247,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR10_u,SIT,0.03773,0.0007587,0.03905,0.00171,0.0358,0.04242,,-0.00132,-0.00201,0.00205,0.98,0.017874,1,,,0.00519,0.00442,0.01013,0.0,0.000817,5,,,
saopaulo,AFM,HR10_u,Steck-b,0.03254,0.0006171,0.03188,0.00159,0.02882,0.03508,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR20_u,BASE,0.06102,0.0,0.06102,0.00216,0.05706,0.06538,,,,,,,,,,,,,,,,,,
saopaulo,AFM,HR20_u,SIT,0.05955,0.0004831,0.06031,0.00211,0.05642,0.06471,,-0.00147,-0.00301,0.00144,0.544,0.00241,0,,,0.00843,0.00664,0.01268,0.0,1.6e-05,5,,,
saopaulo,AFM,HR20_u,Steck-b,0.05112,0.0003144,0.05067,0.00202,0.04686,0.05464,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG5_u,BASE,0.01721,0.0,0.01721,0.00104,0.01519,0.0193,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG5_u,SIT,0.01463,0.0006483,0.01578,0.00096,0.01394,0.01776,,-0.00259,-0.00269,-0.00017,0.022667,0.000871,0,,,0.00182,0.00184,0.00469,0.0,0.008071,5,,,
saopaulo,AFM,NDCG5_u,Steck-b,0.0128,0.0002547,0.01256,0.00084,0.01092,0.01431,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG10_u,BASE,0.02118,0.0,0.02118,0.0011,0.01903,0.02335,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG10_u,SIT,0.01943,0.0005593,0.02042,0.00102,0.01846,0.02241,,-0.00175,-0.00194,0.00053,0.234667,0.002191,0,,,0.00264,0.0025,0.00537,0.0,0.001956,5,,,
saopaulo,AFM,NDCG10_u,Steck-b,0.01678,0.0003496,0.01647,0.00091,0.01467,0.0182,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG20_u,BASE,0.02669,0.0,0.02669,0.00114,0.0246,0.02903,,,,,,,,,,,,,,,,,,
saopaulo,AFM,NDCG20_u,SIT,0.02491,0.0004731,0.02574,0.00109,0.02366,0.02799,,-0.00178,-0.00201,6e-05,0.076,0.00109,0,,,0.00346,0.00325,0.00586,0.0,0.000322,5,,,
saopaulo,AFM,NDCG20_u,Steck-b,0.02144,0.0002526,0.02119,0.00095,0.01941,0.02305,,,,,,,,,,,,,,,,,,
saopaulo,AFM,Coverage,BASE,0.13782,0.0,0.13782,0.00231,0.12722,0.13564,,,,,,,,,,,,,,,,,,
saopaulo,AFM,Coverage,SIT,0.16246,0.0030947,0.16745,0.00121,0.16027,0.16495,,0.02463,0.02682,0.03555,0.0,5.9e-05,5,,,-0.09298,-0.09074,-0.08481,0.0,0.0,0,,,
saopaulo,AFM,Coverage,Steck-b,0.25544,0.0010666,0.256,0.00121,0.2479,0.25288,,,,,,,,,,,,,,,,,,
saopaulo,AFM,Gini,BASE,0.97618,0.0,0.97618,0.00011,0.97598,0.9764,,,,,,,,,,,,,,,,,,
saopaulo,AFM,Gini,SIT,0.96978,0.0005846,0.96886,0.00014,0.96861,0.96916,,-0.0064,-0.00746,-0.00716,0.0,1.7e-05,0,,,0.02264,0.02206,0.02296,0.0,1e-06,5,,,
saopaulo,AFM,Gini,Steck-b,0.94714,0.0012437,0.94632,0.00027,0.94584,0.9469,,,,,,,,,,,,,,,,,,
saopaulo,AFM,LT20,BASE,0.04345,0.0,0.0434500016272068,0.00076,0.04201,0.04491,,,,,,,,,,,,,,,,,,
saopaulo,AFM,LT20,SIT,0.05441,0.002518,0.05483999848365784,0.00086,0.05311,0.05645,,0.01096,0.01047,0.0123,0.0,0.000625,5,,,-0.04203,-0.04534,-0.04195,0.0,0.0,0,,,
saopaulo,AFM,LT20,Steck-b,0.09644,0.0029224,0.09845999628305435,0.00122,0.09619,0.10101,,,,,,,,,,,,,,,,,,
saopaulo,AFM,JS,BASE,0.32514,0.0,0.32514,0.00114,0.32288,0.32739,,,,,,,,,,,,,,,,,,
saopaulo,AFM,JS,SIT,0.33296,0.0036788,0.33934,0.00114,0.33702,0.34158,,0.00782,0.01271,0.0158,0.0,0.008936,5,,,0.1215,0.1263,0.13089,0.0,0.0,5,,,
saopaulo,AFM,JS,Steck-b,0.21147,0.0011126,0.21072,0.00072,0.20925,0.2122,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,CatMRR,BASE,0.41109,0.0,0.41109,0.00245,0.40632,0.41611,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,CatMRR,SIT,0.42122,0.0035257,0.42609,0.00254,0.42112,0.43114,,0.01013,0.01261,0.01736,0.0,0.003014,5,,,-0.0364,-0.03553,-0.02789,0.0,1.9e-05,0,,,
saopaulo,FPMC,CatMRR,Steck-b,0.45761,0.0002414,0.45781,0.00264,0.45279,0.46317,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,CatNDCG,BASE,0.5118,0.0,0.5118,0.00221,0.5074,0.51598,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,CatNDCG,SIT,0.51412,0.0030496,0.51832,0.00233,0.51372,0.52273,,0.00231,0.00434,0.00856,0.0,0.165243,4,,,-0.02665,-0.02559,-0.01887,0.0,3.6e-05,0,,,
saopaulo,FPMC,CatNDCG,Steck-b,0.54077,0.0003907,0.54053,0.00233,0.53588,0.54517,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,macroCatMRR,BASE,0.26745,0.0,0.26745,0.00195,0.26354,0.2712,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,macroCatMRR,SIT,0.27606,0.0019613,0.27915,0.00202,0.27501,0.28305,ridondante,0.00862,0.00974,0.01383,0.0,0.000602,5,0.0,***,-0.05706,-0.05989,-0.04986,0.0,4e-06,0,0.0,***,
saopaulo,FPMC,macroCatMRR,Steck-b,0.33313,0.0025325,0.33384,0.00298,0.32811,0.33962,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,MRR,BASE,0.0239,0.0,0.0239,0.00072,0.02253,0.02529,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,MRR,SIT,0.02369,0.0001559,0.02393,0.00072,0.02254,0.02529,,-0.0002,-0.00037,0.0004,0.866667,0.044217,1,,,0.00101,0.00077,0.00211,0.0,0.00128,5,,,
saopaulo,FPMC,MRR,Steck-b,0.02268,0.0001512,0.02246,0.00069,0.02113,0.02382,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR5,BASE,0.03203,0.0,0.03203,0.00114,0.02977,0.0342,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR5,SIT,0.03207,0.00012,0.03218,0.00114,0.03006,0.03433,,4e-05,-0.00076,0.00105,0.792,0.520337,2,,,0.0,-0.00076,0.00175,0.438667,0.976446,2,,,
saopaulo,FPMC,HR5,Steck-b,0.03206,0.0002695,0.03169,0.00111,0.02949,0.03396,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR10,BASE,0.04725,0.0,0.04725,0.00138,0.0446,0.04986,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR10,SIT,0.04709,0.0002437,0.0474,0.00137,0.04475,0.04994,,-0.00016,-0.00088,0.00117,0.794667,0.217116,1,,,0.00187,0.00071,0.00374,0.004,7.4e-05,5,,,
saopaulo,FPMC,HR10,Steck-b,0.04522,5.47e-05,0.04517,0.00134,0.04253,0.04784,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR20,BASE,0.06468,0.0,0.06468,0.00161,0.06171,0.06793,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,HR20,SIT,0.06502,0.000581,0.06587,0.00158,0.06276,0.06897,,0.00034,-5e-05,0.00239,0.070667,0.262434,4,,,0.00277,0.00205,0.00542,0.0,0.000495,5,,,1
saopaulo,FPMC,HR20,Steck-b,0.06226,0.0002972,0.06205,0.00152,0.05897,0.06498,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG5,BASE,0.02168,0.0,0.02168,0.00082,0.02006,0.02335,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG5,SIT,0.02155,0.000129,0.02173,0.00081,0.02014,0.02332,,-0.00013,-0.00046,0.00056,0.865333,0.082456,1,,,0.00055,0.00024,0.00177,0.005333,0.011551,5,,,
saopaulo,FPMC,NDCG5,Steck-b,0.021,0.0001849,0.02072,0.00076,0.01926,0.02221,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG10,BASE,0.02661,0.0,0.02661,0.00086,0.02485,0.02833,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG10,SIT,0.02639,0.0001524,0.02663,0.00087,0.02493,0.02834,,-0.00022,-0.00042,0.00048,0.924,0.033433,1,,,0.00116,0.00084,0.00234,0.0,0.000395,5,,,
saopaulo,FPMC,NDCG10,Steck-b,0.02523,0.0001135,0.02506,0.00083,0.02341,0.02671,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG20,BASE,0.03103,0.0,0.03103,0.00088,0.02939,0.03278,,,,,,,,,,,,,,,,,,
saopaulo,FPMC,NDCG20,SIT,0.03092,0.0002212,0.03128,0.00087,0.02963,0.03306,,-0.0001,-0.00018,0.00068,0.277333,0.357698,1,,,0.00139,0.00125,0.00263,0.0,0.000667,5,,,1
