gamma,depth,n,city,K,eps,ari_mean,ari_min,bfrac,n_iters,secs
0.8,3,5,bangkok,4,0.03,0.5750641076014333,0.4208558670928304,0.2826217877325414,39,12.7
0.8,3,5,nyc_tist,6,0.02,0.6965200918299109,0.5500853915310727,0.3252569750367107,40,6.3
0.8,3,5,saopaulo,8,0.02,0.6882627858810534,0.5573990691067441,0.20627705627705628,31,8.7
0.8,3,5,tokyo_tist,4,0.05,0.9292633922986847,0.8942949653264606,0.15138032699008308,80,34.0
0.8,3,7,istanbul,8,0.01,0.7093932849309702,0.6179175607125421,0.20473527547557346,29,49.1
0.8,3,7,bangkok,4,0.03,0.6045273113406502,0.40740989293429003,0.45166027306851464,70,19.1
0.8,3,7,nyc_tist,6,0.02,0.6938765159525232,0.5409582867570164,0.3346937894100372,27,4.9
0.8,3,7,saopaulo,8,0.02,0.7491517507051603,0.6415057930353605,0.18124613481756338,43,10.8
0.8,3,7,tokyo_tist,4,0.05,1.0,1.0,0.05399803448583936,11,9.6
0.8,3,10,istanbul,8,0.01,0.7885630936055353,0.7728051496678287,0.19145157882631705,22,45.9
0.8,3,10,bangkok,4,0.03,0.39072477501679165,0.29881788104141704,0.432966217052345,68,27.8
0.8,3,10,nyc_tist,6,0.02,0.861697732640009,0.7927073863651362,0.27656128530707436,18,4.4
0.8,3,10,saopaulo,8,0.02,0.6886282610864747,0.5624912411889259,0.18164811379097093,80,21.1
0.8,3,10,tokyo_tist,4,0.05,0.7290387708330505,0.5935581562495756,0.07503499210816285,31,24.0
0.8,4,3,istanbul,8,0.01,0.5691001076326591,0.49288737996998394,0.2421847629286713,33,86.2
0.8,4,3,bangkok,4,0.03,0.715034427372712,0.5726230123222374,0.32352431629748796,38,15.4
0.8,4,3,nyc_tist,6,0.02,0.5776333592206333,0.511654174356403,0.32894964153062106,20,5.0
0.8,4,3,saopaulo,8,0.02,0.7562346778351091,0.6712772884013619,0.23325602968460113,58,14.1
0.8,4,3,tokyo_tist,4,0.05,0.8428952477309548,0.7643428715964322,0.07970457726555287,37,16.4
0.8,4,5,istanbul,8,0.01,0.9448689778371132,0.9174468401432923,0.23803678356426694,56,72.7
0.8,4,5,bangkok,4,0.03,0.6438951859984233,0.549556179128357,0.3929381677185167,40,11.0
0.8,4,5,nyc_tist,6,0.02,0.6800293212292702,0.5213534855007111,0.33460741124643695,37,5.0
0.8,4,5,saopaulo,8,0.02,0.955912267927756,0.9341018824135031,0.21388373531230673,50,10.3
0.8,4,5,tokyo_tist,4,0.05,0.6714573168937786,0.5906816943563375,0.22539086929330832,57,21.7
0.8,4,7,istanbul,8,0.01,0.5287578501878005,0.486199036812964,0.22457390276451727,25,44.4
0.8,4,7,bangkok,4,0.03,0.7012402404664281,0.552887047218391,0.37319638658581855,33,10.1
0.8,4,7,nyc_tist,6,0.02,0.9408610662370481,0.9113610309334013,0.3776021421784573,18,3.7
0.8,4,7,saopaulo,8,0.02,0.6973584229567975,0.5935399638965256,0.217547928262214,60,12.5
0.8,4,7,tokyo_tist,4,0.05,0.8449202493155333,0.7673803739733001,0.06761368712588224,38,16.8
0.8,4,10,istanbul,8,0.01,0.6402494952564155,0.5278465776165496,0.208016752380876,41,75.2
0.8,4,10,bangkok,4,0.03,0.9976919152662922,0.9965382784201164,0.3919646908385926,13,7.6
0.8,4,10,nyc_tist,6,0.02,0.9975777891148115,0.9968795568872442,0.34380668566986267,23,5.2
0.8,4,10,saopaulo,8,0.02,0.8636486958532793,0.8148117518381711,0.17161410018552878,64,14.4
0.8,4,10,tokyo_tist,4,0.05,0.5827141594672991,0.3861047355224488,0.18534202924446827,17,10.2
0.8,5,3,istanbul,8,0.01,0.5028845420383646,0.43787710427471044,0.2400078092196931,40,55.2
0.8,5,3,bangkok,4,0.03,0.7167172946704118,0.5753144139205963,0.315835498906901,14,6.1
0.8,5,3,nyc_tist,6,0.02,0.5565023381962547,0.4148055632357196,0.3241124643690075,22,3.7
0.8,5,3,saopaulo,8,0.02,0.6701665239308835,0.6182748666291425,0.2371830550401979,43,9.1
0.8,5,3,tokyo_tist,4,0.05,0.7902456883704865,0.6853685325557297,0.13225527859674202,37,15.9
0.8,5,5,istanbul,8,0.01,0.63515331804944,0.45277440289564286,0.2506866497110321,52,68.1
0.8,5,5,bangkok,4,0.03,0.6456479604861264,0.4698015584113852,0.43683537515983994,17,6.6
0.8,5,5,nyc_tist,6,0.02,0.7223411419504048,0.6037074146346834,0.3345210330828366,39,5.3
0.8,5,5,saopaulo,8,0.02,0.7891815454759673,0.751828381838858,0.19222325293753864,31,7.6
0.8,5,5,tokyo_tist,4,0.05,0.9999619695289278,0.9999429542933919,0.08826945412311266,17,9.8
0.8,5,7,istanbul,8,0.01,0.7775946942405373,0.6858111172594435,0.21660956843363635,43,59.2
0.8,5,7,bangkok,4,0.03,0.7019901149476878,0.5530625482622789,0.3865528193705399,19,7.0
0.8,5,7,nyc_tist,6,0.02,0.601280448324529,0.5487415292283094,0.3605208603265095,29,4.4
0.8,5,7,saopaulo,8,0.02,0.8110882894618774,0.7344508060117074,0.21870748299319728,25,6.2
0.8,5,7,tokyo_tist,4,0.05,0.6671534913684188,0.5022492551423168,0.1856517466273564,44,18.0
0.8,5,10,istanbul,8,0.01,0.7095191077099221,0.6697538570461334,0.2597929487025195,60,76.1
0.8,5,10,bangkok,4,0.03,0.7008666781832046,0.5519923405783088,0.40822505465495196,19,7.1
0.8,5,10,nyc_tist,6,0.02,0.7688645197468169,0.6538770844081504,0.3524660965707869,21,3.6
0.8,5,10,saopaulo,8,0.02,0.9059146713495806,0.8638608809524437,0.1792207792207792,25,6.1
0.8,5,10,tokyo_tist,4,0.05,0.506719782864927,0.317101250503717,0.22169212900920218,35,15.2
0.8,6,3,istanbul,8,0.01,0.6489893147775586,0.57518283610844,0.24440718127284933,24,36.8
0.8,6,3,bangkok,4,0.03,0.9998957810061619,0.9998436715092429,0.29379202243946706,14,5.9
0.8,6,3,nyc_tist,6,0.02,0.7722050843748631,0.6940552812814074,0.31867064006219226,21,3.6
0.8,6,3,saopaulo,8,0.02,0.988370344217973,0.9825557312326065,0.1609925788497217,80,14.9
0.8,6,3,tokyo_tist,4,0.05,0.804907886817015,0.7112074002944331,0.1874743143035826,80,28.8
0.8,6,5,istanbul,8,0.01,0.6293035452603282,0.5130728438438884,0.2409010555818537,56,72.5
0.8,6,5,bangkok,4,0.03,0.4932668694280375,0.4211632721975601,0.4469826341624386,33,9.8
0.8,6,5,nyc_tist,6,0.02,0.5769631497867843,0.5566910638530027,0.35212058391638595,43,5.7
0.8,6,5,saopaulo,8,0.02,0.8381083250256968,0.7861853094730986,0.17905071119356833,47,9.8
0.8,6,5,tokyo_tist,4,0.05,0.773165361593208,0.659748042389812,0.13631734119539,33,14.8
0.8,6,7,istanbul,8,0.01,0.5383604395233853,0.49209374415808427,0.2407325689925839,62,77.6
0.8,6,7,bangkok,4,0.03,0.9987327530541599,0.998099174439667,0.3814379408489048,18,6.8
0.8,6,7,nyc_tist,6,0.02,0.5322837171868945,0.4025318274492549,0.35710892286429985,40,5.3
0.8,6,7,saopaulo,8,0.02,0.7365928448369189,0.6268537197498839,0.15974025974025974,52,10.6
0.8,6,7,tokyo_tist,4,0.05,0.732289678513956,0.598434517770934,0.13929539295392954,19,10.2
0.8,6,10,istanbul,8,0.01,0.7718673091925828,0.659126347816451,0.2112714853831198,50,64.8
0.8,6,10,bangkok,4,0.03,0.9999409717996288,0.9999114576994433,0.41229220806005856,34,9.9
0.8,6,10,nyc_tist,6,0.02,0.7254081715298869,0.6249925013455867,0.3567418156689988,33,4.8
0.8,6,10,saopaulo,8,0.02,0.7558423501263053,0.6343793030629148,0.1681508967223253,35,7.8
0.8,6,10,tokyo_tist,4,0.05,0.49286956278845767,0.31707288495843033,0.22184698770064626,38,16.1
